monthly_wage_gross,monthly_wage_net,x2,x1,x3,hh_size,weight,age,lfs_working,lfs_unemployed,y,netwage,part,x0,y0,w
1800,1200,1,11.5,1,2,519.76001,32,1,0,1800,1200,TRUE,1,0,1
2700,1800,0,11,1,2,3026.3899,25,1,0,2700,1800,TRUE,1,0,1
880,700,1,13.5,1,2,573.53003,22,1,0,880,700,TRUE,1,0,1
NA,NA,1,18,0,3,786.58002,33,0,0,0,0,FALSE,1,0,1
2200,1600,0,11.5,1,3,5782.4702,27,1,0,2200,1600,TRUE,1,0,1
1300,1000,1,14.5,1,5,1040.16,34,1,0,1300,1000,TRUE,1,0,1
450,450,0,18,1,2,1134.53,28,1,0,450,450,TRUE,1,0,1
1950,1430,1,11.5,1,2,2344.22,56,1,0,1950,1430,TRUE,1,0,1
3801,3500,0,10.5,0,4,9055.5898,40,1,0,3801,3500,TRUE,1,0,1
1400,1100,0,14.5,1,2,10452.94,30,1,0,1400,1100,TRUE,1,0,1
2400,2200,0,16,1,2,2810.6001,30,1,0,2400,2200,TRUE,1,0,1
1200,900,0,10.5,1,1,3064.22,56,1,0,1200,900,TRUE,1,0,1
2100,1500,1,11.5,0,2,9653.6201,29,1,0,2100,1500,TRUE,1,0,1
3100,1950,0,11.5,1,2,2849.6699,30,1,0,3100,1950,TRUE,1,0,1
2900,1900,1,10,1,2,23274.41,33,1,0,2900,1900,TRUE,1,0,1
NA,NA,1,10,0,3,2063.6001,30,0,0,0,0,FALSE,1,0,1
840,680,0,18,0,2,3354.8201,28,1,0,840,680,TRUE,1,0,1
1584,940,1,11.5,0,3,309.01001,59,1,0,1584,940,TRUE,1,0,1
2500,2000,0,15,0,3,339.29001,61,1,0,2500,2000,TRUE,1,0,1
4100,3300,0,18,0,3,966.48999,30,1,0,4100,3300,TRUE,1,0,1
2850,1860,0,11.5,1,2,1479.87,29,1,0,2850,1860,TRUE,1,0,1
2000,1400,1,10.5,1,2,2083.21,24,1,0,2000,1400,TRUE,1,0,1
2300,1700,1,16,0,5,4125.0498,41,1,0,2300,1700,TRUE,1,0,1
NA,NA,1,11.5,1,2,475.5,40,0,1,0,0,FALSE,1,0,1
3200,2150,0,10.5,0,2,559.98999,36,1,0,3200,2150,TRUE,1,0,1
4592,2570,1,12,1,2,2635.8501,43,1,0,4592,2570,TRUE,1,0,1
2100,1150,1,14.5,0,2,1185.04,53,1,0,2100,1150,TRUE,1,0,1
NA,NA,0,10.5,1,3,1389.6801,50,0,1,0,0,FALSE,1,0,1
600,430,0,13,1,2,215.25999,22,1,0,600,430,TRUE,1,0,1
2700,1795,0,11.5,1,2,820.67999,27,1,0,2700,1795,TRUE,1,0,1
4000,2500,1,18,1,2,829.20001,33,1,0,4000,2500,TRUE,1,0,1
1400,1100,1,10.5,1,4,2897.6499,28,1,0,1400,1100,TRUE,1,0,1
1600,1078,1,10.5,1,2,2197.5,28,1,0,1600,1078,TRUE,1,0,1
4200,2199,0,16,1,2,2802.25,29,1,0,4200,2199,TRUE,1,0,1
2900,1900,0,11.5,1,3,6254.3701,29,1,0,2900,1900,TRUE,1,0,1
NA,NA,0,9,1,4,829.92999,33,0,1,0,0,FALSE,1,0,1
3720,2317,0,11.5,1,3,7747.3999,57,1,0,3720,2317,TRUE,1,0,1
400,400,0,14.5,1,2,8471.4004,26,1,0,400,400,TRUE,1,0,1
685,550,0,9,1,2,6289.75,20,1,0,685,550,TRUE,1,0,1
2800,1700,1,14,1,2,6163.8799,24,1,0,2800,1700,TRUE,1,0,1
1635,1300,1,14.5,0,2,470.45001,24,1,0,1635,1300,TRUE,1,0,1
3000,1900,1,10.5,1,3,217.12,60,1,0,3000,1900,TRUE,1,0,1
4150,2300,0,16,1,2,4911.23,23,1,0,4150,2300,TRUE,1,0,1
1387,1057,0,13.5,1,2,1412.22,31,1,0,1387,1057,TRUE,1,0,1
1450,1400,1,16,1,2,522.56,23,1,0,1450,1400,TRUE,1,0,1
3900,2400,0,12,1,2,3024.3,43,1,0,3900,2400,TRUE,1,0,1
4400,2400,1,18,1,2,760.98999,27,1,0,4400,2400,TRUE,1,0,1
3500,2050,0,16,1,2,4119.4199,29,1,0,3500,2050,TRUE,1,0,1
3200,2300,0,11.5,1,3,3704.3899,42,1,0,3200,2300,TRUE,1,0,1
4900,1870,0,9,1,1,10096.8,33,1,0,4900,1870,TRUE,1,0,1
930,650,1,11.5,1,2,3256.3999,22,1,0,930,650,TRUE,1,0,1
2260,1615,0,11.5,1,1,304.23001,27,1,0,2260,1615,TRUE,1,0,1
NA,NA,1,10.5,1,2,2010.47,23,0,1,0,0,FALSE,1,0,1
4200,3100,0,10.5,0,5,2887.8701,50,1,0,4200,3100,TRUE,1,0,1
2600,1800,0,12,0,5,4236.1099,29,1,0,2600,1800,TRUE,1,0,1
127,120,1,18,1,5,2181.1299,27,1,0,127,120,TRUE,1,0,1
NA,NA,0,9,1,4,284.57999,28,0,0,0,0,FALSE,1,0,1
2300,1500,0,11.5,0,2,2575.99,32,1,0,2300,1500,TRUE,1,0,1
932,675,0,13,1,2,2541.1101,25,1,0,932,675,TRUE,1,0,1
NA,NA,1,11.5,0,2,3547.5901,32,0,0,0,0,FALSE,1,0,1
3645,2090,0,15,1,2,2869.6001,30,1,0,3645,2090,TRUE,1,0,1
3200,2060,1,12,1,1,1539.7,27,1,0,3200,2060,TRUE,1,0,1
2200,1500,1,14.5,1,2,396.31,32,1,0,2200,1500,TRUE,1,0,1
3400,2100,1,15,1,2,2705.99,24,1,0,3400,2100,TRUE,1,0,1
NA,NA,1,9,0,3,1002.2,24,0,0,0,0,FALSE,1,0,1
420,420,0,10.5,1,2,1706.9,46,1,0,420,420,TRUE,1,0,1
1476,1375,1,18,1,2,3498.1699,26,1,0,1476,1375,TRUE,1,0,1
NA,NA,1,14,1,2,2267.6799,22,0,0,0,0,FALSE,1,0,1
NA,NA,1,18,1,3,339.19,33,0,0,0,0,FALSE,1,0,1
3600,2800,0,15,1,2,6807,32,1,0,3600,2800,TRUE,1,0,1
2600,1900,1,13.5,1,2,2647.8101,24,1,0,2600,1900,TRUE,1,0,1
2200,1400,0,11.5,0,3,942.89001,49,1,0,2200,1400,TRUE,1,0,1
4000,2000,0,17,0,2,301.85001,31,1,0,4000,2000,TRUE,1,0,1
NA,NA,0,14.5,0,3,109.42,51,0,1,0,0,FALSE,1,0,1
3340,2100,1,13.5,1,2,2040.73,25,1,0,3340,2100,TRUE,1,0,1
2725,1944,0,13,1,2,13261.29,28,1,0,2725,1944,TRUE,1,0,1
200,200,1,13,1,3,1417.75,20,1,0,200,200,TRUE,1,0,1
2850,2340,0,11.5,1,2,955.69,29,1,0,2850,2340,TRUE,1,0,1
3500,2300,1,15,1,2,2520.6599,27,1,0,3500,2300,TRUE,1,0,1
NA,NA,1,7,1,1,11071.65,20,0,1,0,0,FALSE,1,0,1
3300,1900,0,14,1,2,1463.65,31,1,0,3300,1900,TRUE,1,0,1
1300,950,1,13,1,2,687.82001,22,1,0,1300,950,TRUE,1,0,1
2200,1600,0,11.5,1,2,515.07001,27,1,0,2200,1600,TRUE,1,0,1
2500,1900,1,11.5,1,2,9824.8701,26,1,0,2500,1900,TRUE,1,0,1
1180,1020,1,14.5,1,2,3398.46,25,1,0,1180,1020,TRUE,1,0,1
NA,NA,1,13,1,2,647.71997,24,0,0,0,0,FALSE,1,0,1
3560,2540,0,10.5,0,3,4348.4702,28,1,0,3560,2540,TRUE,1,0,1
3100,2110,0,10,1,2,388.42999,22,1,0,3100,2110,TRUE,1,0,1
1224,1115,1,13,1,2,1444.72,25,1,0,1224,1115,TRUE,1,0,1
1191,936,1,13,1,2,2967.24,24,1,0,1191,936,TRUE,1,0,1
1500,1200,0,11.5,1,2,1642.6899,45,1,0,1500,1200,TRUE,1,0,1
2800,1800,1,11.5,1,2,793.02002,23,1,0,2800,1800,TRUE,1,0,1
NA,NA,1,7,0,2,320.01999,26,0,1,0,0,FALSE,1,0,1
2500,1800,1,12,0,2,3124.99,34,1,0,2500,1800,TRUE,1,0,1
2833,2150,1,15,1,2,945.54999,24,1,0,2833,2150,TRUE,1,0,1
1190,950,0,13,1,2,3636.97,32,1,0,1190,950,TRUE,1,0,1
2400,1660,0,10.5,0,2,3105.49,27,1,0,2400,1660,TRUE,1,0,1
2900,1850,1,18,1,2,778.27002,29,1,0,2900,1850,TRUE,1,0,1
3200,2010,0,10.5,0,2,6287.5298,34,1,0,3200,2010,TRUE,1,0,1
802,628,0,13,1,2,0,21,1,0,802,628,TRUE,1,0,1
1600,1200,0,10.5,1,2,2660.8101,36,1,0,1600,1200,TRUE,1,0,1
1800,1500,1,12,1,3,579.60999,50,1,0,1800,1500,TRUE,1,0,1
NA,NA,0,9,1,3,826.07001,24,0,0,0,0,FALSE,1,0,1
NA,NA,0,9,1,2,2086.8301,27,0,1,0,0,FALSE,1,0,1
NA,NA,1,10.5,0,3,368.82001,36,0,0,0,0,FALSE,1,0,1
NA,NA,0,10,1,2,2260.21,25,0,1,0,0,FALSE,1,0,1
3200,2300,1,15,1,2,5357.0698,30,1,0,3200,2300,TRUE,1,0,1
249,233,1,14,1,2,2901.8,29,1,0,249,233,TRUE,1,0,1
450,450,1,9,0,2,9515.4502,25,1,0,450,450,TRUE,1,0,1
2500,1600,0,11.5,1,3,7910.0801,26,1,0,2500,1600,TRUE,1,0,1
NA,NA,1,11.5,1,3,1340.96,33,0,0,0,0,FALSE,1,0,1
3520,2450,0,11,1,2,1473.15,27,1,0,3520,2450,TRUE,1,0,1
1500,1200,1,16,1,2,703.71002,22,1,0,1500,1200,TRUE,1,0,1
1050,838,0,11.5,1,3,1112.29,22,1,0,1050,838,TRUE,1,0,1
1900,1200,1,11.5,1,2,2774.6799,22,1,0,1900,1200,TRUE,1,0,1
2800,1850,0,9,0,2,4704.5698,20,1,0,2800,1850,TRUE,1,0,1
4300,1800,0,10.5,1,1,12111.31,53,1,0,4300,1800,TRUE,1,0,1
3300,2900,1,18,1,1,12140.13,45,1,0,3300,2900,TRUE,1,0,1
450,450,1,11.5,1,1,10088.01,65,1,0,450,450,TRUE,1,0,1
2850,1750,1,12,1,1,5900.71,56,1,0,2850,1750,TRUE,1,0,1
1941,1233,1,11.5,0,3,475.31,51,1,0,1941,1233,TRUE,1,0,1
NA,NA,1,10.5,0,2,5034.8701,64,0,0,0,0,FALSE,1,0,1
700,366,1,16,1,1,9121.3496,59,1,0,700,366,TRUE,1,0,1
NA,NA,0,11.5,0,2,16256.83,64,0,0,0,0,FALSE,1,0,1
NA,NA,1,11.5,0,2,14805.92,59,0,0,0,0,FALSE,1,0,1
2500,1700,1,12,0,2,10929.98,60,1,0,2500,1700,TRUE,1,0,1
2700,1800,0,11.5,1,1,13839.01,51,1,0,2700,1800,TRUE,1,0,1
2200,1500,0,10.5,0,2,19343.15,40,1,0,2200,1500,TRUE,1,0,1
1500,1150,1,11.5,1,1,15227.05,28,1,0,1500,1150,TRUE,1,0,1
NA,NA,1,12,1,3,8437.3398,24,0,0,0,0,FALSE,1,0,1
2600,1600,0,12,0,3,6822.0498,63,1,0,2600,1600,TRUE,1,0,1
2000,1000,1,13,0,3,6213.1899,58,1,0,2000,1000,TRUE,1,0,1
NA,NA,1,13,1,3,8647.3301,22,0,0,0,0,FALSE,1,0,1
2952,2500,0,18,0,4,6296.9102,31,1,0,2952,2500,TRUE,1,0,1
650,341,1,11,0,2,3874.4399,63,1,0,650,341,TRUE,1,0,1
450,434,1,14,0,5,1577.3101,42,1,0,450,434,TRUE,1,0,1
4585,3800,0,14,0,4,5386.8599,52,1,0,4585,3800,TRUE,1,0,1
2300,1100,1,15,0,4,5043.7998,47,1,0,2300,1100,TRUE,1,0,1
793,713,1,13,1,1,1711.5601,20,1,0,793,713,TRUE,1,0,1
NA,NA,1,18,0,3,13494.21,31,0,0,0,0,FALSE,1,0,1
4600,2900,0,15,0,2,13141.04,56,1,0,4600,2900,TRUE,1,0,1
NA,NA,1,10.5,0,2,10405.04,61,0,0,0,0,FALSE,1,0,1
3500,2200,1,11.5,0,2,12755.68,61,1,0,3500,2200,TRUE,1,0,1
3000,2000,0,10.5,0,2,14461.79,62,1,0,3000,2000,TRUE,1,0,1
3000,2000,0,11,0,3,410.14999,52,1,0,3000,2000,TRUE,1,0,1
NA,NA,0,12,1,1,15845.76,59,0,1,0,0,FALSE,1,0,1
1700,1600,1,11.5,1,2,1926.6,62,1,0,1700,1600,TRUE,1,0,1
1980,1150,1,18,0,3,75.190002,39,1,0,1980,1150,TRUE,1,0,1
NA,NA,0,9,1,1,18534.01,36,0,0,0,0,FALSE,1,0,1
3000,2000,0,12,0,3,20083.77,53,1,0,3000,2000,TRUE,1,0,1
1135,916,1,12,0,3,18804.74,50,1,0,1135,916,TRUE,1,0,1
NA,NA,0,13,1,3,21053.92,20,0,0,0,0,FALSE,1,0,1
4741,3072,0,14.5,0,5,1751.72,48,1,0,4741,3072,TRUE,1,0,1
3880,2200,0,13,1,2,2433.2,58,1,0,3880,2200,TRUE,1,0,1
NA,NA,1,11,1,2,1193.65,60,0,1,0,0,FALSE,1,0,1
3000,1900,1,14,1,2,6544.8701,43,1,0,3000,1900,TRUE,1,0,1
2100,1500,1,10.5,1,4,13596.93,41,1,0,2100,1500,TRUE,1,0,1
2700,1788,0,10.5,1,4,18340.23,45,1,0,2700,1788,TRUE,1,0,1
NA,NA,1,10.5,1,2,1707.76,59,0,1,0,0,FALSE,1,0,1
1900,1090,0,10.5,1,2,2936.9099,33,1,0,1900,1090,TRUE,1,0,1
NA,NA,0,10.5,0,2,5038.9399,64,0,0,0,0,FALSE,1,0,1
4600,2600,0,12,1,1,2580.1499,57,1,0,4600,2600,TRUE,1,0,1
NA,NA,0,11.5,0,2,9336.7598,62,0,0,0,0,FALSE,1,0,1
3400,1800,1,11,1,1,10345.54,60,1,0,3400,1800,TRUE,1,0,1
2816,2100,1,10.5,0,2,2616.6201,64,1,0,2816,2100,TRUE,1,0,1
449,449,1,9,1,1,2210.71,65,1,0,449,449,TRUE,1,0,1
2500,2000,1,16,1,2,4460.5,59,1,0,2500,2000,TRUE,1,0,1
3500,2300,0,18,0,3,16354.02,32,1,0,3500,2300,TRUE,1,0,1
1400,900,1,10.5,0,3,330.48001,43,1,0,1400,900,TRUE,1,0,1
NA,NA,1,10,1,2,764.67999,18,0,0,0,0,FALSE,1,0,1
600,475,0,9,1,2,788.85999,17,1,0,600,475,TRUE,1,0,1
2500,1900,0,12,0,3,404.32999,45,1,0,2500,1900,TRUE,1,0,1
NA,NA,0,11,0,2,1590.85,61,0,0,0,0,FALSE,1,0,1
2200,1500,1,11,0,2,1448.87,60,1,0,2200,1500,TRUE,1,0,1
3100,2300,0,14.5,0,2,1270.24,51,1,0,3100,2300,TRUE,1,0,1
1240,850,1,10,0,4,1977.85,34,1,0,1240,850,TRUE,1,0,1
NA,NA,0,11.5,0,2,472.32001,65,0,0,0,0,FALSE,1,0,1
NA,NA,1,11.5,0,2,324.29999,65,0,0,0,0,FALSE,1,0,1
4500,2700,0,18,1,2,528.09003,36,1,0,4500,2700,TRUE,1,0,1
4480,2620,0,14,1,1,1766.1899,35,1,0,4480,2620,TRUE,1,0,1
NA,NA,1,10,0,4,1124.01,51,0,0,0,0,FALSE,1,0,1
780,630,1,18,1,4,1629.1,27,1,0,780,630,TRUE,1,0,1
NA,NA,1,13,1,4,1424.95,21,0,0,0,0,FALSE,1,0,1
4000,2000,0,16,0,3,7766.3501,52,1,0,4000,2000,TRUE,1,0,1
2000,1800,0,12,0,2,3870.3101,55,1,0,2000,1800,TRUE,1,0,1
2500,1800,1,16,0,2,3473.8701,53,1,0,2500,1800,TRUE,1,0,1
964,708,0,18,0,3,959.85999,49,1,0,964,708,TRUE,1,0,1
4200,2400,0,18,1,3,1063.5,50,1,0,4200,2400,TRUE,1,0,1
NA,NA,1,10.5,1,1,3967.3799,64,0,0,0,0,FALSE,1,0,1
4600,3700,1,18,1,1,2610.6001,48,1,0,4600,3700,TRUE,1,0,1
4500,3000,1,11.5,0,2,421.48001,57,1,0,4500,3000,TRUE,1,0,1
1493,1148,1,14.5,1,3,427.60001,58,1,0,1493,1148,TRUE,1,0,1
3300,2160,1,15,1,2,2200.74,65,1,0,3300,2160,TRUE,1,0,1
900,780,1,12,1,1,3562.3999,22,1,0,900,780,TRUE,1,0,1
3800,2400,0,16,0,3,17480.689,36,1,0,3800,2400,TRUE,1,0,1
4500,3200,1,15,0,2,517.96997,64,1,0,4500,3200,TRUE,1,0,1
1100,750,1,12,0,3,1906.02,59,1,0,1100,750,TRUE,1,0,1
844,752,0,14.5,1,1,7120.8999,27,1,0,844,752,TRUE,1,0,1
3500,2300,1,12,1,2,2448.1899,59,1,0,3500,2300,TRUE,1,0,1
2600,2035,0,10.5,0,4,2065.6001,51,1,0,2600,2035,TRUE,1,0,1
1100,800,1,11.5,0,2,15930,53,1,0,1100,800,TRUE,1,0,1
4000,1700,1,16,0,2,868.67999,63,1,0,4000,1700,TRUE,1,0,1
4200,2800,1,18,1,2,959.09003,39,1,0,4200,2800,TRUE,1,0,1
3672,3254,0,18,0,4,965.66998,37,1,0,3672,3254,TRUE,1,0,1
2978,2010,0,13,0,5,1558.59,35,1,0,2978,2010,TRUE,1,0,1
2118,1475,1,18,0,4,1133.33,33,1,0,2118,1475,TRUE,1,0,1
2800,1800,0,17,1,2,18413.711,52,1,0,2800,1800,TRUE,1,0,1
4900,3700,0,11.5,0,2,750.03998,46,1,0,4900,3700,TRUE,1,0,1
3200,2300,0,11.5,1,1,14469.31,43,1,0,3200,2300,TRUE,1,0,1
1500,1360,1,9,0,2,8032.8599,64,1,0,1500,1360,TRUE,1,0,1
340,240,1,14.5,0,4,122.51,43,1,0,340,240,TRUE,1,0,1
2000,1350,0,7,1,2,2765.4399,41,1,0,2000,1350,TRUE,1,0,1
4000,2800,0,16,0,4,165.25,42,1,0,4000,2800,TRUE,1,0,1
300,289,1,11.5,0,4,3100.1499,42,1,0,300,289,TRUE,1,0,1
1290,857,1,12,0,4,1934.8199,45,1,0,1290,857,TRUE,1,0,1
2800,2200,0,10.5,0,4,2066.4099,52,1,0,2800,2200,TRUE,1,0,1
850,681,1,10,1,4,2099.8501,19,1,0,850,681,TRUE,1,0,1
2400,1800,1,15,0,3,602.90002,60,1,0,2400,1800,TRUE,1,0,1
NA,NA,1,13,1,3,866.42999,25,0,0,0,0,FALSE,1,0,1
NA,NA,0,13,1,1,7543.7798,56,0,0,0,0,FALSE,1,0,1
NA,NA,1,11.5,0,2,14166.38,65,0,0,0,0,FALSE,1,0,1
4280,2610,0,12,0,2,411.89999,56,1,0,4280,2610,TRUE,1,0,1
NA,NA,1,11.5,0,2,326.14001,65,0,0,0,0,FALSE,1,0,1
1800,1300,1,10.5,0,2,4743.71,46,1,0,1800,1300,TRUE,1,0,1
2600,1700,0,11.5,0,2,5773.7598,46,1,0,2600,1700,TRUE,1,0,1
3000,2000,1,18,0,3,2182.6899,56,1,0,3000,2000,TRUE,1,0,1
4400,2850,0,11,0,3,2396.5801,64,1,0,4400,2850,TRUE,1,0,1
650,625,0,18,1,1,3641.05,27,1,0,650,625,TRUE,1,0,1
NA,NA,0,10,1,3,3415.1399,25,0,1,0,0,FALSE,1,0,1
2306,1553,1,11.5,1,2,11449.83,57,1,0,2306,1553,TRUE,1,0,1
4200,2500,0,18,1,1,10134.04,61,1,0,4200,2500,TRUE,1,0,1
4100,2100,1,10.5,1,1,9861.9102,59,1,0,4100,2100,TRUE,1,0,1
NA,NA,1,10.5,0,3,2424.25,64,0,0,0,0,FALSE,1,0,1
3080,2200,0,10.5,0,3,3085.23,62,1,0,3080,2200,TRUE,1,0,1
1800,1041,1,12,0,3,2809.8799,57,1,0,1800,1041,TRUE,1,0,1
1200,1000,1,16,1,3,4470.96,26,1,0,1200,1000,TRUE,1,0,1
2650,1750,1,11.5,0,2,1547.67,61,1,0,2650,1750,TRUE,1,0,1
450,450,1,11.5,1,2,630.28998,64,1,0,450,450,TRUE,1,0,1
3100,1978,1,16,1,2,1035.55,29,1,0,3100,1978,TRUE,1,0,1
4850,2900,1,11.5,1,1,754.20001,54,1,0,4850,2900,TRUE,1,0,1
2300,1800,1,16,1,1,1792.15,24,1,0,2300,1800,TRUE,1,0,1
1500,850,1,10,0,2,3809.53,59,1,0,1500,850,TRUE,1,0,1
2680,1644,0,11.5,0,2,2751.1899,28,1,0,2680,1644,TRUE,1,0,1
4000,2300,1,13.5,0,2,1520.46,57,1,0,4000,2300,TRUE,1,0,1
3170,2500,1,16,0,5,16152.45,35,1,0,3170,2500,TRUE,1,0,1
660,600,1,10.5,1,4,631.63,52,1,0,660,600,TRUE,1,0,1
300,143,1,16,1,3,1763.13,49,1,0,300,143,TRUE,1,0,1
3850,3470,0,12,0,3,1883.0601,50,1,0,3850,3470,TRUE,1,0,1
3500,2221,1,12,1,1,11569.59,49,1,0,3500,2221,TRUE,1,0,1
3300,2200,1,15,0,2,572.13,62,1,0,3300,2200,TRUE,1,0,1
537,265,0,10.5,1,1,848.14001,55,1,0,537,265,TRUE,1,0,1
1199,999,1,12,0,3,4091.1899,47,1,0,1199,999,TRUE,1,0,1
NA,NA,0,12,0,2,7438.7202,58,0,1,0,0,FALSE,1,0,1
3980,2330,1,10.5,0,2,6081.7798,57,1,0,3980,2330,TRUE,1,0,1
2600,2200,1,16,1,2,3742.6799,29,1,0,2600,2200,TRUE,1,0,1
800,550,1,11.5,0,2,537.95001,57,1,0,800,550,TRUE,1,0,1
3450,2100,0,18,1,1,3176.4399,34,1,0,3450,2100,TRUE,1,0,1
2800,2400,1,18,0,4,5177.2002,39,1,0,2800,2400,TRUE,1,0,1
4000,2700,0,10.5,0,2,2143.78,63,1,0,4000,2700,TRUE,1,0,1
1201,300,1,10.5,0,2,1890.88,61,1,0,1201,300,TRUE,1,0,1
3901,3100,0,13,0,3,3084.27,35,1,0,3901,3100,TRUE,1,0,1
NA,NA,1,11.5,1,2,9754.2197,34,0,0,0,0,FALSE,1,0,1
NA,NA,0,11.5,0,3,1552.17,62,0,1,0,0,FALSE,1,0,1
400,311,1,10.5,0,3,1551.9399,51,1,0,400,311,TRUE,1,0,1
630,338,0,9,1,3,1864.91,20,1,0,630,338,TRUE,1,0,1
NA,NA,0,10.5,0,5,500.87,54,0,0,0,0,FALSE,1,0,1
1600,1300,1,9,0,5,436.95001,52,1,0,1600,1300,TRUE,1,0,1
1680,1250,1,11.5,1,5,553.92999,23,1,0,1680,1250,TRUE,1,0,1
645,517,0,10,1,5,525.06,19,1,0,645,517,TRUE,1,0,1
2545,1350,1,10.5,0,2,478.26001,64,1,0,2545,1350,TRUE,1,0,1
2000,1390,0,14.5,1,1,14279.28,57,1,0,2000,1390,TRUE,1,0,1
2870,1830,1,12,1,1,10325.34,54,1,0,2870,1830,TRUE,1,0,1
1500,900,1,11.5,0,2,5087.8398,59,1,0,1500,900,TRUE,1,0,1
3200,1875,0,14.5,1,1,20350.949,39,1,0,3200,1875,TRUE,1,0,1
753,534,1,10.5,0,2,3758.98,62,1,0,753,534,TRUE,1,0,1
400,350,1,18,1,2,420.95001,57,1,0,400,350,TRUE,1,0,1
NA,NA,1,9,1,2,585.87,21,0,0,0,0,FALSE,1,0,1
600,400,1,14,0,3,817.62,54,1,0,600,400,TRUE,1,0,1
1560,1260,1,9,1,2,510.54999,44,1,0,1560,1260,TRUE,1,0,1
NA,NA,1,10.5,1,3,2979.26,65,0,1,0,0,FALSE,1,0,1
2400,1606,1,12,1,3,4340.3901,36,1,0,2400,1606,TRUE,1,0,1
2080,1662,1,12,1,3,2133.1101,53,1,0,2080,1662,TRUE,1,0,1
880,680,0,10,1,3,3937.26,23,1,0,880,680,TRUE,1,0,1
3700,3100,0,18,0,2,3979.8,53,1,0,3700,3100,TRUE,1,0,1
2290,1366,1,10,0,2,4083.9299,43,1,0,2290,1366,TRUE,1,0,1
NA,NA,1,9,0,3,185.44,49,0,0,0,0,FALSE,1,0,1
2600,1700,0,11,1,1,15637.27,59,1,0,2600,1700,TRUE,1,0,1
4000,2900,1,16,1,1,383.42001,57,1,0,4000,2900,TRUE,1,0,1
4110,2630,0,18,1,2,998.76001,31,1,0,4110,2630,TRUE,1,0,1
3647,2181,0,11.5,0,2,6027.27,62,1,0,3647,2181,TRUE,1,0,1
1227,1024,1,11.5,0,2,5316.21,63,1,0,1227,1024,TRUE,1,0,1
450,450,1,16,0,3,570.78998,53,1,0,450,450,TRUE,1,0,1
NA,NA,1,18,1,1,1177.45,25,0,0,0,0,FALSE,1,0,1
NA,NA,0,12,0,2,15413.3,62,0,0,0,0,FALSE,1,0,1
NA,NA,1,11.5,0,2,13594.94,60,0,0,0,0,FALSE,1,0,1
2450,1660,1,18,1,2,4574.29,35,1,0,2450,1660,TRUE,1,0,1
100,82,1,10,1,1,662.89001,53,1,0,100,82,TRUE,1,0,1
3081,1864,1,14.5,1,1,5340.0098,56,1,0,3081,1864,TRUE,1,0,1
1500,1016,0,14.5,1,1,16942.75,48,1,0,1500,1016,TRUE,1,0,1
3472,2183,0,12,0,2,684.35999,52,1,0,3472,2183,TRUE,1,0,1
1660,1165,0,11.5,0,2,917.48999,40,1,0,1660,1165,TRUE,1,0,1
442,419,1,11.5,0,2,3651.6001,60,1,0,442,419,TRUE,1,0,1
2500,2000,0,10.5,0,3,2965.8,50,1,0,2500,2000,TRUE,1,0,1
2500,1900,1,10.5,0,3,3043.3999,45,1,0,2500,1900,TRUE,1,0,1
3000,1800,0,11.5,1,2,2593.74,25,1,0,3000,1800,TRUE,1,0,1
1600,1200,1,9,1,3,4460.7998,19,1,0,1600,1200,TRUE,1,0,1
NA,NA,0,11.5,1,2,9661.21,24,0,0,0,0,FALSE,1,0,1
400,400,1,13.5,0,3,1964.97,64,1,0,400,400,TRUE,1,0,1
4000,3000,0,10.5,0,4,2950.75,55,1,0,4000,3000,TRUE,1,0,1
3000,2000,1,12,0,4,2574.1699,52,1,0,3000,2000,TRUE,1,0,1
NA,NA,1,13,1,4,3263.3799,21,0,0,0,0,FALSE,1,0,1
2600,1600,1,12,1,3,392.41,45,1,0,2600,1600,TRUE,1,0,1
NA,NA,1,9,0,3,4455.1099,63,0,0,0,0,FALSE,1,0,1
4200,2670,0,11.5,0,4,353.04999,49,1,0,4200,2670,TRUE,1,0,1
1270,810,1,13.5,0,4,290.07001,46,1,0,1270,810,TRUE,1,0,1
1720,1210,1,16,0,4,1642.16,41,1,0,1720,1210,TRUE,1,0,1
450,450,0,10.5,1,1,4075.49,61,1,0,450,450,TRUE,1,0,1
2200,1550,1,10.5,1,1,8421.2402,55,1,0,2200,1550,TRUE,1,0,1
2400,1600,0,11.5,1,2,25267.189,29,1,0,2400,1600,TRUE,1,0,1
950,688,1,11.5,0,3,15400.42,39,1,0,950,688,TRUE,1,0,1
4410,2980,0,14.5,0,4,392.54001,46,1,0,4410,2980,TRUE,1,0,1
802,547,1,14.5,0,4,353.45999,44,1,0,802,547,TRUE,1,0,1
1097,780,1,12,0,3,2851.73,43,1,0,1097,780,TRUE,1,0,1
3500,3500,0,16,0,3,162,55,1,0,3500,3500,TRUE,1,0,1
560,410,1,9,0,3,151.69,46,1,0,560,410,TRUE,1,0,1
2500,959,1,9,1,2,402.19,54,1,0,2500,959,TRUE,1,0,1
2100,1400,0,10.5,1,1,607.78003,26,1,0,2100,1400,TRUE,1,0,1
4090,3150,0,18,1,2,13127.45,51,1,0,4090,3150,TRUE,1,0,1
1936,1025,1,11.5,1,2,14718.07,37,1,0,1936,1025,TRUE,1,0,1
450,450,1,12,0,2,899.14001,58,1,0,450,450,TRUE,1,0,1
1100,800,1,15,1,4,7671.1499,46,1,0,1100,800,TRUE,1,0,1
